Country/Region,Date,Confirmed,Deaths,Recovered
Croatia,2020-03-22,1175,4,33
Croatia,2020-03-23,1490,5,38
Croatia,2020-03-24,1872,6,43
Croatia,2020-03-25,2314,7,65
Croatia,2020-03-26,2809,10,87
Cuba,2020-01-22,0,0,0
Cuba,2020-01-23,0,0,0
Cuba,2020-01-24,0,0,0
Cuba,2020-01-25,0,0,0
Cuba,2020-01-26,0,0,0
Cuba,2020-01-27,0,0,0
Cuba,2020-01-28,0,0,0
Cuba,2020-01-29,0,0,0
Cuba,2020-01-30,0,0,0
Cuba,2020-01-31,0,0,0
Cuba,2020-02-01,0,0,0
Cuba,2020-02-02,0,0,0
Cuba,2020-02-03,0,0,0
Cuba,2020-02-04,0,0,0
Cuba,2020-02-05,0,0,0
Cuba,2020-02-06,0,0,0
Cuba,2020-02-07,0,0,0
Cuba,2020-02-08,0,0,0
Cuba,2020-02-09,0,0,0
Cuba,2020-02-10,0,0,0
Cuba,2020-02-11,0,0,0
Cuba,2020-02-12,0,0,0
Cuba,2020-02-13,0,0,0
Cuba,2020-02-14,0,0,0
Cuba,2020-02-15,0,0,0
Cuba,2020-02-16,0,0,0
Cuba,2020-02-17,0,0,0
Cuba,2020-02-18,0,0,0
Cuba,2020-02-19,0,0,0
Cuba,2020-02-20,0,0,0
Cuba,2020-02-21,0,0,0
Cuba,2020-02-22,0,0,0
Cuba,2020-02-23,0,0,0
Cuba,2020-02-24,0,0,0
Cuba,2020-02-25,0,0,0
Cuba,2020-02-26,0,0,0
Cuba,2020-02-27,0,0,0
Cuba,2020-02-28,0,0,0
Cuba,2020-02-29,0,0,0
Cuba,2020-03-01,0,0,0
Cuba,2020-03-02,0,0,0
Cuba,2020-03-03,0,0,0
Cuba,2020-03-04,0,0,0
Cuba,2020-03-05,0,0,0
Cuba,2020-03-06,0,0,0
Cuba,2020-03-07,0,0,0
Cuba,2020-03-08,0,0,0
Cuba,2020-03-09,0,0,0
Cuba,2020-03-10,0,0,0
Cuba,2020-03-11,0,0,0
Cuba,2020-03-12,3,0,0
Cuba,2020-03-13,7,0,0
Cuba,2020-03-14,11,0,0
Cuba,2020-03-15,15,0,0
Cuba,2020-03-16,19,0,0
Cuba,2020-03-17,24,0,0
Cuba,2020-03-18,31,1,0
Cuba,2020-03-19,42,2,0
Cuba,2020-03-20,58,3,0
Cuba,2020-03-21,79,4,0
Cuba,2020-03-22,114,5,0
Cuba,2020-03-23,154,6,0
Cuba,2020-03-24,202,7,1
Cuba,2020-03-25,259,8,2
Cuba,2020-03-26,326,10,3
Cyprus,2020-01-22,0,0,0
Cyprus,2020-01-23,0,0,0
Cyprus,2020-01-24,0,0,0
Cyprus,2020-01-25,0,0,0
Cyprus,2020-01-26,0,0,0
Cyprus,2020-01-27,0,0,0
Cyprus,2020-01-28,0,0,0
Cyprus,2020-01-29,0,0,0
Cyprus,2020-01-30,0,0,0
Cyprus,2020-01-31,0,0,0
Cyprus,2020-02-01,0,0,0
Cyprus,2020-02-02,0,0,0
Cyprus,2020-02-03,0,0,0
Cyprus,2020-02-04,0,0,0
Cyprus,2020-02-05,0,0,0
Cyprus,2020-02-06,0,0,0
Cyprus,2020-02-07,0,0,0
Cyprus,2020-02-08,0,0,0
Cyprus,2020-02-09,0,0,0
Cyprus,2020-02-10,0,0,0
Cyprus,2020-02-11,0,0,0
Cyprus,2020-02-12,0,0,0
Cyprus,2020-02-13,0,0,0
Cyprus,2020-02-14,0,0,0
Cyprus,2020-02-15,0,0,0
Cyprus,2020-02-16,0,0,0
Cyprus,2020-02-17,0,0,0
Cyprus,2020-02-18,0,0,0
Cyprus,2020-02-19,0,0,0
Cyprus,2020-02-20,0,0,0
Cyprus,2020-02-21,0,0,0
Cyprus,2020-02-22,0,0,0
Cyprus,2020-02-23,0,0,0
Cyprus,2020-02-24,0,0,0
Cyprus,2020-02-25,0,0,0
Cyprus,2020-02-26,0,0,0
Cyprus,2020-02-27,0,0,0
Cyprus,2020-02-28,0,0,0
Cyprus,2020-02-29,0,0,0
Cyprus,2020-03-01,0,0,0
Cyprus,2020-03-02,0,0,0
Cyprus,2020-03-03,0,0,0
Cyprus,2020-03-04,0,0,0
Cyprus,2020-03-05,0,0,0
Cyprus,2020-03-06,0,0,0
Cyprus,2020-03-07,0,0,0
Cyprus,2020-03-08,0,0,0
Cyprus,2020-03-09,2,0,0
Cyprus,2020-03-10,5,0,0
Cyprus,2020-03-11,11,0,0
Cyprus,2020-03-12,17,0,0
Cyprus,2020-03-13,31,0,0
Cyprus,2020-03-14,57,0,0
Cyprus,2020-03-15,83,0,0
Cyprus,2020-03-16,116,0,0
Cyprus,2020-03-17,162,0,0
Cyprus,2020-03-18,211,0,0
Cyprus,2020-03-19,278,0,0
Cyprus,2020-03-20,345,0,0
Cyprus,2020-03-21,429,0,0
Cyprus,2020-03-22,524,1,3
Cyprus,2020-03-23,640,2,6
Cyprus,2020-03-24,764,5,9
Cyprus,2020-03-25,896,8,12
Cyprus,2020-03-26,1042,11,16
Czechia,2020-01-22,0,0,0
Czechia,2020-01-23,0,0,0
Czechia,2020-01-24,0,0,0
Czechia,2020-01-25,0,0,0
Czechia,2020-01-26,0,0,0
Czechia,2020-01-27,0,0,0
Czechia,2020-01-28,0,0,0
Czechia,2020-01-29,0,0,0
Czechia,2020-01-30,0,0,0
Czechia,2020-01-31,0,0,0
Czechia,2020-02-01,0,0,0
Czechia,2020-02-02,0,0,0
Czechia,2020-02-03,0,0,0
Czechia,2020-02-04,0,0,0
Czechia,2020-02-05,0,0,0
Czechia,2020-02-06,0,0,0
Czechia,2020-02-07,0,0,0
Czechia,2020-02-08,0,0,0
Czechia,2020-02-09,0,0,0
Czechia,2020-02-10,0,0,0
Czechia,2020-02-11,0,0,0
Czechia,2020-02-12,0,0,0
Czechia,2020-02-13,0,0,0
Czechia,2020-02-14,0,0,0
Czechia,2020-02-15,0,0,0
Czechia,2020-02-16,0,0,0
Czechia,2020-02-17,0,0,0
Czechia,2020-02-18,0,0,0
Czechia,2020-02-19,0,0,0
Czechia,2020-02-20,0,0,0
Czechia,2020-02-21,0,0,0
Czechia,2020-02-22,0,0,0
Czechia,2020-02-23,0,0,0
Czechia,2020-02-24,0,0,0
Czechia,2020-02-25,0,0,0
Czechia,2020-02-26,0,0,0
Czechia,2020-02-27,0,0,0
Czechia,2020-02-28,0,0,0
Czechia,2020-02-29,0,0,0
Czechia,2020-03-01,3,0,0
Czechia,2020-03-02,6,0,0
Czechia,2020-03-03,11,0,0
Czechia,2020-03-04,19,0,0
Czechia,2020-03-05,31,0,0
Czechia,2020-03-06,49,0,0
Czechia,2020-03-07,68,0,0
Czechia,2020-03-08,99,0,0
Czechia,2020-03-09,130,0,0
Czechia,2020-03-10,171,0,0
Czechia,2020-03-11,262,0,0
Czechia,2020-03-12,356,0,0
Czechia,2020-03-13,497,0,0
Czechia,2020-03-14,686,0,0
Czechia,2020-03-15,939,0,0
Czechia,2020-03-16,1237,0,3
Czechia,2020-03-17,1633,0,6
Czechia,2020-03-18,2097,0,9
Czechia,2020-03-19,2791,0,12
Czechia,2020-03-20,3624,0,16
Czechia,2020-03-21,4619,0,22
Czechia,2020-03-22,5739,1,28
Czechia,2020-03-23,6975,2,34
Czechia,2020-03-24,8369,5,44
Czechia,2020-03-25,10023,11,54
Czechia,2020-03-26,11948,20,64
Denmark,2020-01-22,0,0,0
Denmark,2020-01-23,0,0,0
Denmark,2020-01-24,0,0,0
Denmark,2020-01-25,0,0,0
Denmark,2020-01-26,0,0,0
Denmark,2020-01-27,0,0,0
Denmark,2020-01-28,0,0,0
Denmark,2020-01-29,0,0,0
Denmark,2020-01-30,0,0,0
Denmark,2020-01-31,0,0,0
Denmark,2020-02-01,0,0,0
Denmark,2020-02-02,0,0,0
Denmark,2020-02-03,0,0,0
Denmark,2020-02-04,0,0,0
Denmark,2020-02-05,0,0,0
Denmark,2020-02-06,0,0,0
Denmark,2020-02-07,0,0,0
Denmark,2020-02-08,0,0,0
Denmark,2020-02-09,0,0,0
Denmark,2020-02-10,0,0,0
Denmark,2020-02-11,0,0,0
Denmark,2020-02-12,0,0,0
Denmark,2020-02-13,0,0,0
Denmark,2020-02-14,0,0,0
Denmark,2020-02-15,0,0,0
Denmark,2020-02-16,0,0,0
Denmark,2020-02-17,0,0,0
Denmark,2020-02-18,0,0,0
Denmark,2020-02-19,0,0,0
Denmark,2020-02-20,0,0,0
Denmark,2020-02-21,0,0,0
Denmark,2020-02-22,0,0,0
Denmark,2020-02-23,0,0,0
Denmark,2020-02-24,0,0,0
Denmark,2020-02-25,0,0,0
Denmark,2020-02-26,0,0,0
Denmark,2020-02-27,1,0,0
Denmark,2020-02-28,2,0,0
Denmark,2020-02-29,5,0,0
Denmark,2020-03-01,9,0,0
Denmark,2020-03-02,13,0,0
Denmark,2020-03-03,19,0,0
Denmark,2020-03-04,30,0,0
Denmark,2020-03-05,41,0,0
Denmark,2020-03-06,65,0,1
Denmark,2020-03-07,89,0,2
Denmark,2020-03-08,126,0,3
Denmark,2020-03-09,218,0,4
Denmark,2020-03-10,482,0,5
Denmark,2020-03-11,926,0,6
Denmark,2020-03-12,1543,0,7
Denmark,2020-03-13,2347,0,8
Denmark,2020-03-14,3183,1,9
Denmark,2020-03-15,4058,3,10
Denmark,2020-03-16,4991,6,11
Denmark,2020-03-17,6016,10,12
Denmark,2020-03-18,7132,14,13
Denmark,2020-03-19,8357,20,14
Denmark,2020-03-20,9694,29,15
Denmark,2020-03-21,11114,42,16
Denmark,2020-03-22,12628,55,17
Denmark,2020-03-23,14200,79,18
Denmark,2020-03-24,15918,111,54
Denmark,2020-03-25,17780,145,95
Denmark,2020-03-26,19803,186,145
Diamond Princess,2020-01-22,0,0,0
Diamond Princess,2020-01-23,0,0,0
Diamond Princess,2020-01-24,0,0,0
Diamond Princess,2020-01-25,0,0,0
Diamond Princess,2020-01-26,0,0,0
Diamond Princess,2020-01-27,0,0,0
Diamond Princess,2020-01-28,0,0,0
Diamond Princess,2020-01-29,0,0,0
Diamond Princess,2020-01-30,0,0,0
Diamond Princess,2020-01-31,0,0,0
Diamond Princess,2020-02-01,0,0,0
Diamond Princess,2020-02-02,0,0,0
Diamond Princess,2020-02-03,0,0,0
Diamond Princess,2020-02-04,0,0,0
Diamond Princess,2020-02-05,0,0,0
Diamond Princess,2020-02-06,0,0,0
Diamond Princess,2020-02-07,61,0,0
Diamond Princess,2020-02-08,122,0,0
Diamond Princess,2020-02-09,186,0,0
Diamond Princess,2020-02-10,321,0,0
Diamond Princess,2020-02-11,456,0,0
Diamond Princess,2020-02-12,631,0,0
Diamond Princess,2020-02-13,806,0,0
Diamond Princess,2020-02-14,1024,0,0
Diamond Princess,2020-02-15,1309,0,0
Diamond Princess,2020-02-16,1664,0,0
Diamond Princess,2020-02-17,2118,0,0
Diamond Princess,2020-02-18,2660,0,0
Diamond Princess,2020-02-19,3281,0,1
Diamond Princess,2020-02-20,3915,2,2
Diamond Princess,2020-02-21,4549,4,3
Diamond Princess,2020-02-22,5183,6,4
Diamond Princess,2020-02-23,5874,9,4
Diamond Princess,2020-02-24,6565,12,4
Diamond Princess,2020-02-25,7256,15,4
Diamond Princess,2020-02-26,7961,19,14
Diamond Princess,2020-02-27,8666,23,24
Diamond Princess,2020-02-28,9371,29,34
Diamond Princess,2020-02-29,10076,35,44
Diamond Princess,2020-03-01,10781,41,54
Diamond Princess,2020-03-02,11486,47,64
Diamond Princess,2020-03-03,12192,53,74
Diamond Princess,2020-03-04,12898,59,84
Diamond Princess,2020-03-05,13604,65,94
Diamond Princess,2020-03-06,14310,71,134
Diamond Princess,2020-03-07,15016,77,174
Diamond Princess,2020-03-08,15722,83,214
Diamond Princess,2020-03-09,16428,89,254
Diamond Princess,2020-03-10,17134,95,294
Diamond Princess,2020-03-11,17840,102,619
Diamond Princess,2020-03-12,18546,109,944
Diamond Princess,2020-03-13,19252,116,1269
Diamond Princess,2020-03-14,19958,123,1594
Diamond Princess,2020-03-15,20664,130,1919
Diamond Princess,2020-03-16,21370,137,2244
Diamond Princess,2020-03-17,22076,144,2569
Diamond Princess,2020-03-18,22788,151,2894
Diamond Princess,2020-03-19,23500,158,3219
Diamond Princess,2020-03-20,24212,165,3544
Diamond Princess,2020-03-21,24924,173,3869
Diamond Princess,2020-03-22,25636,181,4194
Diamond Princess,2020-03-23,26348,189,4519
Diamond Princess,2020-03-24,27060,199,4844
Diamond Princess,2020-03-25,27772,209,5431
Diamond Princess,2020-03-26,28484,219,6028
Djibouti,2020-01-22,0,0,0
Djibouti,2020-01-23,0,0,0
Djibouti,2020-01-24,0,0,0
Djibouti,2020-01-25,0,0,0
Djibouti,2020-01-26,0,0,0
Djibouti,2020-01-27,0,0,0
Djibouti,2020-01-28,0,0,0
Djibouti,2020-01-29,0,0,0
Djibouti,2020-01-30,0,0,0
Djibouti,2020-01-31,0,0,0
Djibouti,2020-02-01,0,0,0
Djibouti,2020-02-02,0,0,0
Djibouti,2020-02-03,0,0,0
Djibouti,2020-02-04,0,0,0
Djibouti,2020-02-05,0,0,0
Djibouti,2020-02-06,0,0,0
Djibouti,2020-02-07,0,0,0
Djibouti,2020-02-08,0,0,0
Djibouti,2020-02-09,0,0,0
Djibouti,2020-02-10,0,0,0
Djibouti,2020-02-11,0,0,0
Djibouti,2020-02-12,0,0,0
Djibouti,2020-02-13,0,0,0
Djibouti,2020-02-14,0,0,0
Djibouti,2020-02-15,0,0,0
Djibouti,2020-02-16,0,0,0
Djibouti,2020-02-17,0,0,0
Djibouti,2020-02-18,0,0,0
Djibouti,2020-02-19,0,0,0
Djibouti,2020-02-20,0,0,0
Djibouti,2020-02-21,0,0,0
Djibouti,2020-02-22,0,0,0
Djibouti,2020-02-23,0,0,0
Djibouti,2020-02-24,0,0,0
Djibouti,2020-02-25,0,0,0
Djibouti,2020-02-26,0,0,0
Djibouti,2020-02-27,0,0,0
Djibouti,2020-02-28,0,0,0
Djibouti,2020-02-29,0,0,0
Djibouti,2020-03-01,0,0,0
Djibouti,2020-03-02,0,0,0
Djibouti,2020-03-03,0,0,0
Djibouti,2020-03-04,0,0,0
Djibouti,2020-03-05,0,0,0
Djibouti,2020-03-06,0,0,0
Djibouti,2020-03-07,0,0,0
Djibouti,2020-03-08,0,0,0
Djibouti,2020-03-09,0,0,0
Djibouti,2020-03-10,0,0,0
Djibouti,2020-03-11,0,0,0
Djibouti,2020-03-12,0,0,0
Djibouti,2020-03-13,0,0,0
Djibouti,2020-03-14,0,0,0
Djibouti,2020-03-15,0,0,0
Djibouti,2020-03-16,0,0,0
Djibouti,2020-03-17,0,0,0
Djibouti,2020-03-18,1,0,0
Djibouti,2020-03-19,2,0,0
Djibouti,2020-03-20,3,0,0
Djibouti,2020-03-21,4,0,0
Djibouti,2020-03-22,5,0,0
Djibouti,2020-03-23,8,0,0
Djibouti,2020-03-24,11,0,0
Djibouti,2020-03-25,22,0,0
Djibouti,2020-03-26,33,0,0
Dominica,2020-01-22,0,0,0
Dominica,2020-01-23,0,0,0
Dominica,2020-01-24,0,0,0
Dominica,2020-01-25,0,0,0
Dominica,2020-01-26,0,0,0
Dominica,2020-01-27,0,0,0
Dominica,2020-01-28,0,0,0
Dominica,2020-01-29,0,0,0
Dominica,2020-01-30,0,0,0
Dominica,2020-01-31,0,0,0
Dominica,2020-02-01,0,0,0
Dominica,2020-02-02,0,0,0
Dominica,2020-02-03,0,0,0
Dominica,2020-02-04,0,0,0
Dominica,2020-02-05,0,0,0
Dominica,2020-02-06,0,0,0
Dominica,2020-02-07,0,0,0
Dominica,2020-02-08,0,0,0
Dominica,2020-02-09,0,0,0
Dominica,2020-02-10,0,0,0
Dominica,2020-02-11,0,0,0
Dominica,2020-02-12,0,0,0
Dominica,2020-02-13,0,0,0
Dominica,2020-02-14,0,0,0
Dominica,2020-02-15,0,0,0
Dominica,2020-02-16,0,0,0
Dominica,2020-02-17,0,0,0
Dominica,2020-02-18,0,0,0
Dominica,2020-02-19,0,0,0
Dominica,2020-02-20,0,0,0
Dominica,2020-02-21,0,0,0
Dominica,2020-02-22,0,0,0
Dominica,2020-02-23,0,0,0
Dominica,2020-02-24,0,0,0
Dominica,2020-02-25,0,0,0
Dominica,2020-02-26,0,0,0
Dominica,2020-02-27,0,0,0
Dominica,2020-02-28,0,0,0
Dominica,2020-02-29,0,0,0
Dominica,2020-03-01,0,0,0
Dominica,2020-03-02,0,0,0
Dominica,2020-03-03,0,0,0
Dominica,2020-03-04,0,0,0
Dominica,2020-03-05,0,0,0
Dominica,2020-03-06,0,0,0
Dominica,2020-03-07,0,0,0
Dominica,2020-03-08,0,0,0
Dominica,2020-03-09,0,0,0
Dominica,2020-03-10,0,0,0
Dominica,2020-03-11,0,0,0
Dominica,2020-03-12,0,0,0
Dominica,2020-03-13,0,0,0
Dominica,2020-03-14,0,0,0
Dominica,2020-03-15,0,0,0
Dominica,2020-03-16,0,0,0
Dominica,2020-03-17,0,0,0
Dominica,2020-03-18,0,0,0
Dominica,2020-03-19,0,0,0
Dominica,2020-03-20,0,0,0
Dominica,2020-03-21,0,0,0
Dominica,2020-03-22,1,0,0
Dominica,2020-03-23,3,0,0
Dominica,2020-03-24,5,0,0
Dominica,2020-03-25,12,0,0
Dominica,2020-03-26,23,0,0
Dominican Republic,2020-01-22,0,0,0
Dominican Republic,2020-01-23,0,0,0
Dominican Republic,2020-01-24,0,0,0
Dominican Republic,2020-01-25,0,0,0
Dominican Republic,2020-01-26,0,0,0
Dominican Republic,2020-01-27,0,0,0
Dominican Republic,2020-01-28,0,0,0
Dominican Republic,2020-01-29,0,0,0
Dominican Republic,2020-01-30,0,0,0
Dominican Republic,2020-01-31,0,0,0
Dominican Republic,2020-02-01,0,0,0
Dominican Republic,2020-02-02,0,0,0
Dominican Republic,2020-02-03,0,0,0
Dominican Republic,2020-02-04,0,0,0
Dominican Republic,2020-02-05,0,0,0
Dominican Republic,2020-02-06,0,0,0
Dominican Republic,2020-02-07,0,0,0
Dominican Republic,2020-02-08,0,0,0
Dominican Republic,2020-02-09,0,0,0
Dominican Republic,2020-02-10,0,0,0
Dominican Republic,2020-02-11,0,0,0
Dominican Republic,2020-02-12,0,0,0
Dominican Republic,2020-02-13,0,0,0
Dominican Republic,2020-02-14,0,0,0
Dominican Republic,2020-02-15,0,0,0
Dominican Republic,2020-02-16,0,0,0
Dominican Republic,2020-02-17,0,0,0
Dominican Republic,2020-02-18,0,0,0
Dominican Republic,2020-02-19,0,0,0
Dominican Republic,2020-02-20,0,0,0
Dominican Republic,2020-02-21,0,0,0
Dominican Republic,2020-02-22,0,0,0
Dominican Republic,2020-02-23,0,0,0
Dominican Republic,2020-02-24,0,0,0
Dominican Republic,2020-02-25,0,0,0
Dominican Republic,2020-02-26,0,0,0
Dominican Republic,2020-02-27,0,0,0
Dominican Republic,2020-02-28,0,0,0
Dominican Republic,2020-02-29,0,0,0
Dominican Republic,2020-03-01,1,0,0
Dominican Republic,2020-03-02,2,0,0
Dominican Republic,2020-03-03,3,0,0
Dominican Republic,2020-03-04,4,0,0
Dominican Republic,2020-03-05,5,0,0
Dominican Republic,2020-03-06,7,0,0
Dominican Republic,2020-03-07,9,0,0
Dominican Republic,2020-03-08,14,0,0
Dominican Republic,2020-03-09,19,0,0
Dominican Republic,2020-03-10,24,0,0
Dominican Republic,2020-03-11,29,0,0
Dominican Republic,2020-03-12,34,0,0
Dominican Republic,2020-03-13,39,0,0
Dominican Republic,2020-03-14,50,0,0
Dominican Republic,2020-03-15,61,0,0
Dominican Republic,2020-03-16,72,0,0
Dominican Republic,2020-03-17,93,1,0
Dominican Republic,2020-03-18,114,2,0
Dominican Republic,2020-03-19,148,4,0
Dominican Republic,2020-03-20,220,6,0
Dominican Republic,2020-03-21,332,8,0
Dominican Republic,2020-03-22,534,11,0
Dominican Republic,2020-03-23,779,14,0
Dominican Republic,2020-03-24,1091,20,3
Dominican Republic,2020-03-25,1483,30,6
Dominican Republic,2020-03-26,1971,40,9
Ecuador,2020-01-22,0,0,0
Ecuador,2020-01-23,0,0,0
Ecuador,2020-01-24,0,0,0
Ecuador,2020-01-25,0,0,0
Ecuador,2020-01-26,0,0,0
Ecuador,2020-01-27,0,0,0
Ecuador,2020-01-28,0,0,0
Ecuador,2020-01-29,0,0,0
Ecuador,2020-01-30,0,0,0
Ecuador,2020-01-31,0,0,0
Ecuador,2020-02-01,0,0,0
Ecuador,2020-02-02,0,0,0
Ecuador,2020-02-03,0,0,0
Ecuador,2020-02-04,0,0,0
Ecuador,2020-02-05,0,0,0
Ecuador,2020-02-06,0,0,0
Ecuador,2020-02-07,0,0,0
Ecuador,2020-02-08,0,0,0
Ecuador,2020-02-09,0,0,0
Ecuador,2020-02-10,0,0,0
Ecuador,2020-02-11,0,0,0
Ecuador,2020-02-12,0,0,0
Ecuador,2020-02-13,0,0,0
Ecuador,2020-02-14,0,0,0
Ecuador,2020-02-15,0,0,0
Ecuador,2020-02-16,0,0,0
Ecuador,2020-02-17,0,0,0
Ecuador,2020-02-18,0,0,0
Ecuador,2020-02-19,0,0,0
Ecuador,2020-02-20,0,0,0
Ecuador,2020-02-21,0,0,0
Ecuador,2020-02-22,0,0,0
Ecuador,2020-02-23,0,0,0
Ecuador,2020-02-24,0,0,0
Ecuador,2020-02-25,0,0,0
Ecuador,2020-02-26,0,0,0
Ecuador,2020-02-27,0,0,0
Ecuador,2020-02-28,0,0,0
Ecuador,2020-02-29,0,0,0
Ecuador,2020-03-01,6,0,0
Ecuador,2020-03-02,12,0,0
Ecuador,2020-03-03,19,0,0
Ecuador,2020-03-04,29,0,0
Ecuador,2020-03-05,42,0,0
Ecuador,2020-03-06,55,0,0
Ecuador,2020-03-07,68,0,0
Ecuador,2020-03-08,82,0,0
Ecuador,2020-03-09,97,0,0
Ecuador,2020-03-10,112,0,0
Ecuador,2020-03-11,129,0,0
Ecuador,2020-03-12,146,0,0
Ecuador,2020-03-13,163,0,0
Ecuador,2020-03-14,191,2,0
Ecuador,2020-03-15,219,4,0
Ecuador,2020-03-16,256,6,0
Ecuador,2020-03-17,314,8,0
Ecuador,2020-03-18,425,10,0
Ecuador,2020-03-19,624,13,0
Ecuador,2020-03-20,991,18,0
Ecuador,2020-03-21,1497,25,3
Ecuador,2020-03-22,2286,39,6
Ecuador,2020-03-23,3267,57,9
Ecuador,2020-03-24,4349,84,12
Ecuador,2020-03-25,5522,112,15
Ecuador,2020-03-26,6925,146,18
Egypt,2020-01-22,0,0,0
Egypt,2020-01-23,0,0,0
Egypt,2020-01-24,0,0,0
Egypt,2020-01-25,0,0,0
Egypt,2020-01-26,0,0,0
Egypt,2020-01-27,0,0,0
Egypt,2020-01-28,0,0,0
Egypt,2020-01-29,0,0,0
Egypt,2020-01-30,0,0,0
Egypt,2020-01-31,0,0,0
Egypt,2020-02-01,0,0,0
Egypt,2020-02-02,0,0,0
Egypt,2020-02-03,0,0,0
Egypt,2020-02-04,0,0,0
Egypt,2020-02-05,0,0,0
Egypt,2020-02-06,0,0,0
Egypt,2020-02-07,0,0,0
Egypt,2020-02-08,0,0,0
Egypt,2020-02-09,0,0,0
Egypt,2020-02-10,0,0,0
Egypt,2020-02-11,0,0,0
Egypt,2020-02-12,0,0,0
Egypt,2020-02-13,0,0,0
Egypt,2020-02-14,1,0,0
Egypt,2020-02-15,2,0,0
Egypt,2020-02-16,3,0,0
Egypt,2020-02-17,4,0,0
Egypt,2020-02-18,5,0,0
Egypt,2020-02-19,6,0,0
Egypt,2020-02-20,7,0,0
Egypt,2020-02-21,8,0,0
Egypt,2020-02-22,9,0,0
Egypt,2020-02-23,10,0,0
Egypt,2020-02-24,11,0,0
Egypt,2020-02-25,12,0,0
Egypt,2020-02-26,13,0,0
Egypt,2020-02-27,14,0,0
Egypt,2020-02-28,15,0,1
Egypt,2020-02-29,16,0,2
Egypt,2020-03-01,18,0,3
Egypt,2020-03-02,20,0,4
Egypt,2020-03-03,22,0,5
Egypt,2020-03-04,24,0,6
Egypt,2020-03-05,27,0,7
Egypt,2020-03-06,42,0,8
Egypt,2020-03-07,57,0,9
Egypt,2020-03-08,106,1,10
Egypt,2020-03-09,161,2,11
Egypt,2020-03-10,220,3,12
Egypt,2020-03-11,280,4,39
Egypt,2020-03-12,347,5,66
Egypt,2020-03-13,427,7,93
Egypt,2020-03-14,536,9,120
Egypt,2020-03-15,646,11,141
Egypt,2020-03-16,796,13,168
Egypt,2020-03-17,992,17,200
Egypt,2020-03-18,1188,23,232
Egypt,2020-03-19,1444,29,264
Egypt,2020-03-20,1729,37,303
Egypt,2020-03-21,2023,47,344
Egypt,2020-03-22,2350,61,400
Egypt,2020-03-23,2716,80,456
Egypt,2020-03-24,3118,100,536
Egypt,2020-03-25,3574,121,631
Egypt,2020-03-26,4069,145,733
El Salvador,2020-01-22,0,0,0
El Salvador,2020-01-23,0,0,0
El Salvador,2020-01-24,0,0,0
El Salvador,2020-01-25,0,0,0
El Salvador,2020-01-26,0,0,0
El Salvador,2020-01-27,0,0,0
El Salvador,2020-01-28,0,0,0
El Salvador,2020-01-29,0,0,0
El Salvador,2020-01-30,0,0,0
El Salvador,2020-01-31,0,0,0
El Salvador,2020-02-01,0,0,0
El Salvador,2020-02-02,0,0,0
El Salvador,2020-02-03,0,0,0
El Salvador,2020-02-04,0,0,0
El Salvador,2020-02-05,0,0,0
El Salvador,2020-02-06,0,0,0
El Salvador,2020-02-07,0,0,0
El Salvador,2020-02-08,0,0,0
El Salvador,2020-02-09,0,0,0
El Salvador,2020-02-10,0,0,0
El Salvador,2020-02-11,0,0,0
El Salvador,2020-02-12,0,0,0
El Salvador,2020-02-13,0,0,0
El Salvador,2020-02-14,0,0,0
El Salvador,2020-02-15,0,0,0
El Salvador,2020-02-16,0,0,0
El Salvador,2020-02-17,0,0,0
El Salvador,2020-02-18,0,0,0
El Salvador,2020-02-19,0,0,0
El Salvador,2020-02-20,0,0,0
El Salvador,2020-02-21,0,0,0
El Salvador,2020-02-22,0,0,0
El Salvador,2020-02-23,0,0,0
El Salvador,2020-02-24,0,0,0
El Salvador,2020-02-25,0,0,0
El Salvador,2020-02-26,0,0,0
El Salvador,2020-02-27,0,0,0
El Salvador,2020-02-28,0,0,0
El Salvador,2020-02-29,0,0,0
El Salvador,2020-03-01,0,0,0
El Salvador,2020-03-02,0,0,0
El Salvador,2020-03-03,0,0,0
El Salvador,2020-03-04,0,0,0
El Salvador,2020-03-05,0,0,0
El Salvador,2020-03-06,0,0,0
El Salvador,2020-03-07,0,0,0
El Salvador,2020-03-08,0,0,0
El Salvador,2020-03-09,0,0,0
El Salvador,2020-03-10,0,0,0
El Salvador,2020-03-11,0,0,0
El Salvador,2020-03-12,0,0,0
El Salvador,2020-03-13,0,0,0
El Salvador,2020-03-14,0,0,0
El Salvador,2020-03-15,0,0,0
El Salvador,2020-03-16,0,0,0
El Salvador,2020-03-17,0,0,0
El Salvador,2020-03-18,0,0,0
El Salvador,2020-03-19,1,0,0
El Salvador,2020-03-20,2,0,0
El Salvador,2020-03-21,5,0,0
El Salvador,2020-03-22,8,0,0
El Salvador,2020-03-23,11,0,0
El Salvador,2020-03-24,16,0,0
El Salvador,2020-03-25,25,0,0
El Salvador,2020-03-26,38,0,0
Equatorial Guinea,2020-01-22,0,0,0
Equatorial Guinea,2020-01-23,0,0,0
Equatorial Guinea,2020-01-24,0,0,0
Equatorial Guinea,2020-01-25,0,0,0
Equatorial Guinea,2020-01-26,0,0,0
Equatorial Guinea,2020-01-27,0,0,0
Equatorial Guinea,2020-01-28,0,0,0
Equatorial Guinea,2020-01-29,0,0,0
Equatorial Guinea,2020-01-30,0,0,0
Equatorial Guinea,2020-01-31,0,0,0
Equatorial Guinea,2020-02-01,0,0,0
